id,user,uid,version,changeset,timestamp
192636752,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636753,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636754,Your Village Maps,227972,2,61158148,2018-07-29T07:59:23Z
192636755,Your Village Maps,227972,2,61158148,2018-07-29T07:59:23Z
192636756,Your Village Maps,227972,2,61158148,2018-07-29T07:59:23Z
192636757,Your Village Maps,227972,2,61158148,2018-07-29T07:59:23Z
192636758,chadbunn,1058653,2,33426544,2015-08-18T21:02:41Z
192636759,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636760,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636761,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636762,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636763,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636764,somehow_different,162788,1,14028339,2012-11-25T13:06:33Z
192636765,Your Village Maps,227972,2,61158148,2018-07-29T07:59:23Z
192636766,mvexel,8909,2,35045966,2015-11-02T23:42:46Z
192636767,mihaii_telenav,2944689,3,62720575,2018-09-19T07:58:29Z
192636768,somehow_different,162788,1,14028339,2012-11-25T13:06:34Z
192636769,somehow_different,162788,1,14028339,2012-11-25T13:06:34Z
192636770,somehow_different,162788,1,14028339,2012-11-25T13:06:34Z
192636771,TheDutchMan13,1330847,2,49209938,2017-06-03T00:02:40Z
192636772,TheDutchMan13,1330847,2,49209938,2017-06-03T00:02:40Z
192640533,rittoch,8884283,8,67463053,2019-02-22T11:43:46Z
195069066,Snapjag,1119754,2,14196870,2012-12-08T09:18:57Z
195069624,Snapjag,1119754,1,14196870,2012-12-08T09:17:31Z
195070088,tejajt,8512189,6,63422786,2018-10-11T14:45:02Z
195070134,swarood,8508451,4,63297091,2018-10-08T06:10:18Z
195070189,swarood,8508451,4,63331097,2018-10-09T04:26:40Z
195070190,swarood,8508451,5,63331097,2018-10-09T04:26:40Z
195070378,tejajt,8512189,5,63422786,2018-10-11T14:45:02Z
195070731,Snapjag,1119754,1,14196870,2012-12-08T09:34:33Z
195071321,Snapjag,1119754,1,14196870,2012-12-08T09:44:30Z
195071564,mvexel,8909,2,32065529,2015-06-19T03:46:22Z
195071911,Snapjag,1119754,2,14196870,2012-12-08T09:55:40Z
195071927,osmjwh,5084396,3,52314642,2017-09-23T21:05:14Z
195072012,osmjwh,5084396,2,52314642,2017-09-23T21:05:14Z
195072013,osmjwh,5084396,3,52314642,2017-09-23T21:05:14Z
195072014,Snapjag,1119754,6,14196870,2012-12-08T10:10:35Z
195072358,Snapjag,1119754,1,14196870,2012-12-08T10:05:11Z
195072360,Snapjag,1119754,2,14196870,2012-12-08T10:09:57Z
195072361,Snapjag,1119754,1,14196870,2012-12-08T10:05:11Z
195072362,Snapjag,1119754,2,14196870,2012-12-08T10:09:57Z
195072363,Snapjag,1119754,2,14196870,2012-12-08T10:09:58Z
195072364,Snapjag,1119754,2,14196870,2012-12-08T10:09:57Z
195072401,Snapjag,1119754,2,14196870,2012-12-08T10:09:58Z
195072402,Snapjag,1119754,3,14196870,2012-12-08T10:10:35Z
195072403,Snapjag,1119754,2,14196870,2012-12-08T10:09:57Z
195072463,Snapjag,1119754,2,14196870,2012-12-08T10:09:57Z
195072634,Snapjag,1119754,2,14196870,2012-12-08T10:10:52Z
195072635,osmjwh,5084396,2,51362329,2017-08-23T05:50:15Z
195072757,osmjwh,5084396,2,52314642,2017-09-23T21:05:15Z
195072758,osmjwh,5084396,2,52314642,2017-09-23T21:05:15Z
195572850,oldtopos,169004,1,14227043,2012-12-10T14:53:48Z
197472053,AMY-jin,838709,2,14397056,2012-12-25T02:45:40Z
197472194,JasonKing,417785,1,14350846,2012-12-21T04:32:22Z
197472411,Timothy Smith,115918,3,67333513,2019-02-18T23:32:37Z
197874057,userd433fc,9023098,5,67466654,2019-02-22T13:42:41Z
197874059,userd433fc,9023098,6,67466216,2019-02-22T13:29:19Z
197874060,caligari87,1744833,5,59051838,2018-05-17T13:47:28Z
197954579,jpgrayson,1160977,1,14393876,2012-12-24T19:32:13Z
197954581,UtahBuildingsImport,7426959,4,65924472,2019-01-01T01:06:12Z
197954582,jpgrayson,1160977,2,14395039,2012-12-24T20:59:29Z
197954585,bburgon42,151079,4,59135896,2018-05-21T00:39:15Z
197954586,mapman44,2888253,5,69891668,2019-05-04T23:24:06Z
197954588,bburgon42,151079,3,18463597,2013-10-21T07:05:03Z
197954589,bburgon42,151079,4,59135896,2018-05-21T00:39:13Z
197954596,bburgon42,151079,5,59135896,2018-05-21T00:39:13Z
197959875,bburgon42,151079,2,59135896,2018-05-21T00:39:14Z
198549588,mvexel,8909,4,68769910,2019-04-01T20:55:21Z
198549590,alice-hawthorne,9023103,20,67469776,2019-02-22T15:18:54Z
198549594,Vera  Kozlova,6907756,8,67454037,2019-02-22T06:21:51Z
198549596,baindran,8683369,8,63410801,2018-10-11T10:05:56Z
198549598,osmjwh,5084396,2,51498437,2017-08-28T06:20:30Z
198549602,talukdm,8683374,12,64036503,2018-10-31T07:42:24Z
198549607,osmjwh,5084396,5,51498437,2017-08-28T06:20:30Z
198549608,Vera  Kozlova,6907756,8,67455899,2019-02-22T07:52:38Z
198549610,osmjwh,5084396,11,67154181,2019-02-13T07:44:17Z
198549612,mvexel,8909,6,69617299,2019-04-26T22:06:38Z
198549615,osmjwh,5084396,8,52165266,2017-09-19T07:21:16Z
198549616,mvexel,8909,2,33961447,2015-09-11T15:53:01Z
198549617,mvexel,8909,2,32355564,2015-07-02T14:32:38Z
198549619,ayushiso,8446883,14,63753792,2018-10-22T10:25:56Z
198549620,osmjwh,5084396,10,53252233,2017-10-26T04:50:52Z
198549624,mvexel,8909,6,47682076,2017-04-12T05:36:50Z
198549625,mvexel,8909,8,64630932,2018-11-18T20:31:39Z
198549627,osmjwh,5084396,4,60364764,2018-07-03T05:02:10Z
198549628,mohapd,8476262,12,68323050,2019-03-20T08:02:44Z
198549633,JonathanTransit,9342683,4,68180653,2019-03-15T16:06:20Z
198549644,njtbusfan,8107451,6,69217507,2019-04-15T01:21:12Z
198549651,osmjwh,5084396,4,52231681,2017-09-21T03:32:56Z
198549666,mvexel,8909,10,68569283,2019-03-27T01:43:25Z
198549672,osmjwh,5084396,10,53252233,2017-10-26T04:50:52Z
203413291,njtbusfan,8107451,8,69214235,2019-04-14T21:14:29Z
203413292,njtbusfan,8107451,7,69214235,2019-04-14T21:14:29Z
203413293,njtbusfan,8107451,5,69214235,2019-04-14T21:14:30Z
203413294,mvexel,8909,1,14840847,2013-01-29T21:53:02Z
203413295,Velox,236486,2,68163554,2019-03-15T07:03:11Z
203413296,swarood,8508451,16,64001680,2018-10-30T07:12:23Z
203518317,mapman44,2888253,4,69891668,2019-05-04T23:24:06Z
203518318,mapman44,2888253,3,69891668,2019-05-04T23:24:06Z
203518319,mapman44,2888253,3,69891668,2019-05-04T23:24:07Z
203521739,maxprogram2,608784,1,14852434,2013-01-30T20:53:13Z
203524195,maxprogram2,608784,2,24583883,2014-08-06T20:49:55Z
203524196,maxprogram2,608784,2,24583883,2014-08-06T20:49:55Z
203524197,riiga,83501,3,47837497,2017-04-16T12:45:48Z
203524198,mash84121,1501508,2,16450439,2013-06-06T21:45:15Z
203524200,mash84121,1501508,2,16450439,2013-06-06T21:45:15Z
203524201,mash84121,1501508,3,53463585,2017-11-02T21:18:42Z
203524202,maxprogram2,608784,1,14852829,2013-01-30T21:19:05Z
203524203,maxprogram2,608784,1,14852829,2013-01-30T21:19:05Z
204619173,Kseniya-Nekrasava,8650723,4,68163625,2019-03-15T07:05:55Z
205831103,dhogan,4735951,2,56772944,2018-03-01T02:38:20Z
205831337,dhogan,4735951,2,56773650,2018-03-01T03:26:12Z
205831338,DannyAiquipa,2226712,2,32335516,2015-07-01T16:14:11Z
205831407,JakePehrson,161853,1,15057169,2013-02-16T21:59:00Z
205831923,dhogan,4735951,3,56773650,2018-03-01T03:26:12Z
205831924,JakePehrson,161853,1,15057215,2013-02-16T22:04:56Z
205832335,andreis_telenav,4870032,2,62761561,2018-09-20T12:36:54Z
205832336,andreis_telenav,4870032,2,62761561,2018-09-20T12:36:54Z
205833474,maxerickson,360392,2,44449421,2016-12-16T14:48:14Z
205833475,JakePehrson,161853,1,15057215,2013-02-16T22:22:00Z
205833476,JakePehrson,161853,1,15057215,2013-02-16T22:22:00Z
207327883,JonathanTransit,9342683,2,68147833,2019-03-14T18:55:00Z
207327884,mvexel,8909,4,68569283,2019-03-27T01:43:25Z
207327892,annakulikowa,8987605,9,67878126,2019-03-07T10:50:50Z
207328017,mvexel,8909,1,15175025,2013-02-26T15:54:32Z
207328018,mvexel,8909,1,15175025,2013-02-26T15:54:32Z
207341806,anurasi,8512187,3,63743452,2018-10-22T03:58:38Z
207341810,userd433fc,9023098,4,67466503,2019-02-22T13:38:07Z
207341819,mvexel,8909,1,15175792,2013-02-26T17:04:01Z
207341821,mvexel,8909,1,15175792,2013-02-26T17:04:01Z
207341822,mvexel,8909,1,15175792,2013-02-26T17:04:01Z
207341823,mvexel,8909,1,15175792,2013-02-26T17:04:01Z
207341824,andreis_telenav,4870032,2,62761650,2018-09-20T12:39:28Z
207341825,andreis_telenav,4870032,2,62761650,2018-09-20T12:39:29Z
207341827,mvexel,8909,1,15175792,2013-02-26T17:04:01Z
207341828,mvexel,8909,1,15175792,2013-02-26T17:04:01Z
207341830,mvexel,8909,1,15175792,2013-02-26T17:04:02Z
207341832,mvexel,8909,1,15175792,2013-02-26T17:04:02Z
207412426,aweech,8482773,7,68244807,2019-03-18T02:45:16Z
208423877,Rub21,510836,1,15258884,2013-03-05T14:04:21Z
208423878,Rub21,510836,1,15258884,2013-03-05T14:04:21Z
208423879,csb91,8713284,3,62086481,2018-08-28T22:15:12Z
208423880,Rub21,510836,1,15258884,2013-03-05T14:04:21Z
208423881,mvexel,8909,3,29982687,2015-04-04T22:39:05Z
208423882,Rub21,510836,1,15258884,2013-03-05T14:04:21Z
208423883,mihaii_telenav,2944689,3,62718017,2018-09-19T06:23:00Z
208423884,Rub21,510836,1,15258884,2013-03-05T14:04:22Z
208423885,mvexel,8909,3,29982806,2015-04-04T22:50:30Z
208423886,Rub21,510836,1,15258884,2013-03-05T14:04:22Z
208423888,mvexel,8909,2,18428983,2013-10-19T05:08:58Z
208424350,Rub21,510836,1,15258938,2013-03-05T14:10:09Z
208424351,ekkakkas,8476260,2,66380190,2019-01-17T01:34:22Z
208424352,Rub21,510836,1,15258938,2013-03-05T14:10:09Z
208424353,Rub21,510836,1,15258938,2013-03-05T14:10:09Z
208424354,Rub21,510836,1,15258938,2013-03-05T14:10:09Z
208424355,Rub21,510836,1,15258938,2013-03-05T14:10:09Z
208424356,andreis_telenav,4870032,2,62972755,2018-09-27T10:27:00Z
208424357,baindran,8683369,2,64066130,2018-11-01T04:37:11Z
208437042,Rub21,510836,1,15260300,2013-03-05T16:14:35Z
208437043,Rub21,510836,1,15260300,2013-03-05T16:14:35Z
208437045,Rub21,510836,1,15260300,2013-03-05T16:14:35Z
208437046,Rub21,510836,1,15260300,2013-03-05T16:14:35Z
208437047,mvexel,8909,2,29982503,2015-04-04T22:26:08Z
208437048,Rub21,510836,1,15260300,2013-03-05T16:14:36Z
208437049,Rub21,510836,1,15260300,2013-03-05T16:14:36Z
208437051,dwatling,3754748,2,39873259,2016-06-07T22:46:09Z
208437052,mvexel,8909,2,16918805,2013-07-11T21:24:24Z
208437053,dwatling,3754748,2,39873259,2016-06-07T22:46:09Z
208437057,dwatling,3754748,2,39873259,2016-06-07T22:46:09Z
208437059,andreis_telenav,4870032,2,61744004,2018-08-17T11:59:13Z
208437063,dwatling,3754748,2,39873259,2016-06-07T22:46:09Z
208443998,RichRico,2219338,3,45330764,2017-01-20T16:27:37Z
208443999,chadbunn,1058653,2,32777417,2015-07-21T13:37:58Z
208444000,chadbunn,1058653,4,32685240,2015-07-16T21:18:38Z
208444001,chadbunn,1058653,2,32685240,2015-07-16T21:18:40Z
208444002,chadbunn,1058653,2,32777417,2015-07-21T13:37:58Z
208444003,karitotp,2748195,3,45338308,2017-01-20T21:08:47Z
208444004,chadbunn,1058653,2,32777417,2015-07-21T13:37:58Z
208444005,chadbunn,1058653,2,32685240,2015-07-16T21:18:39Z
208444006,chadbunn,1058653,2,32685240,2015-07-16T21:18:40Z
208444007,chadbunn,1058653,2,32685240,2015-07-16T21:18:39Z
208444008,chadbunn,1058653,2,32685240,2015-07-16T21:18:40Z
208444009,chadbunn,1058653,2,32777417,2015-07-21T13:37:58Z
208444010,chadbunn,1058653,2,32685240,2015-07-16T21:18:40Z
208444011,chadbunn,1058653,2,32685240,2015-07-16T21:18:40Z
208444012,chadbunn,1058653,2,32777417,2015-07-21T13:37:58Z
208444013,chadbunn,1058653,2,32685240,2015-07-16T21:18:40Z
208444014,chadbunn,1058653,2,32780260,2015-07-21T15:24:37Z
208444015,chadbunn,1058653,2,32777417,2015-07-21T13:37:59Z
208444016,chadbunn,1058653,2,32777417,2015-07-21T13:37:59Z
208444017,chadbunn,1058653,2,32777417,2015-07-21T13:37:59Z
208444018,andreis_telenav,4870032,2,62965583,2018-09-27T05:43:31Z
208444019,chadbunn,1058653,2,32754685,2015-07-20T14:09:16Z
208444020,chadbunn,1058653,2,32777417,2015-07-21T13:37:59Z
210085230,mvexel,8909,13,69617299,2019-04-26T22:06:43Z
213277645,mvexel,8909,6,64831830,2018-11-23T20:42:33Z
219707587,psypher,1408127,1,15938631,2013-05-01T20:47:25Z
219712487,Tindog,8487810,4,61364556,2018-08-05T01:06:51Z
219712488,psypher,1408127,1,15938631,2013-05-01T21:25:19Z
219712489,Tindog,8487810,4,61317000,2018-08-03T06:06:10Z
219712491,Tindog,8487810,2,63695763,2018-10-20T05:12:53Z
219712492,Tindog,8487810,4,61364489,2018-08-05T00:57:33Z
219712493,Tindog,8487810,4,61364489,2018-08-05T00:57:31Z
219712494,psypher,1408127,1,15938631,2013-05-01T21:25:20Z
219712495,Tindog,8487810,3,60703767,2018-07-14T03:15:20Z
219712496,Tindog,8487810,3,60703306,2018-07-14T01:58:57Z
219712497,Tindog,8487810,2,61843170,2018-08-21T05:49:11Z
219712498,samely,2512300,2,32167848,2015-06-23T18:23:49Z
219712500,Tindog,8487810,2,60703306,2018-07-14T01:58:58Z
219712501,psypher,1408127,1,15938631,2013-05-01T21:25:20Z
219712502,Tindog,8487810,6,61843170,2018-08-21T05:49:11Z
219712503,Tindog,8487810,4,60706490,2018-07-14T07:41:59Z
219712504,Tindog,8487810,4,61364556,2018-08-05T01:06:51Z
219712505,Tindog,8487810,4,61317000,2018-08-03T06:06:10Z
219712506,Tindog,8487810,2,60703306,2018-07-14T01:58:57Z
219713729,Tindog,8487810,2,60703306,2018-07-14T01:58:56Z
219713730,Tindog,8487810,11,68486309,2019-03-24T22:27:01Z
219713731,psypher,1408127,1,15938631,2013-05-01T21:35:34Z
219713732,Tindog,8487810,2,61907125,2018-08-23T03:04:28Z
219713733,Tindog,8487810,2,60703767,2018-07-14T03:15:21Z
219713734,Tindog,8487810,3,61907125,2018-08-23T03:04:28Z
219713735,Tindog,8487810,3,63852361,2018-10-25T03:12:52Z
219713736,Tindog,8487810,3,61364489,2018-08-05T00:57:31Z
219713737,Tindog,8487810,2,60703306,2018-07-14T01:58:58Z
219713738,Tindog,8487810,2,61364556,2018-08-05T01:06:52Z
219713739,psypher,1408127,1,15938631,2013-05-01T21:35:34Z
219714403,psypher,1408127,1,15938631,2013-05-01T21:40:51Z
219714405,marthaleena,5659851,2,61621587,2018-08-13T10:34:49Z
219714406,psypher,1408127,1,15938631,2013-05-01T21:40:51Z
219714407,marthaleena,5659851,2,61621587,2018-08-13T10:34:49Z
219714408,Tindog,8487810,3,61699945,2018-08-16T00:04:17Z
219714618,psypher,1408127,1,15938631,2013-05-01T21:42:33Z
219964169,TheDutchMan13,1330847,2,49209938,2017-06-03T00:03:05Z
219964170,TheDutchMan13,1330847,2,49209938,2017-06-03T00:03:05Z
219964172,mvexel,8909,1,15966785,2013-05-03T22:40:40Z
219964173,mvexel,8909,1,15966785,2013-05-03T22:40:40Z
219964174,marthaleena,5659851,2,61264170,2018-08-01T13:32:25Z
219964175,gpesquero,3584,3,62324392,2018-09-05T20:49:30Z
219964177,mvexel,8909,1,15966785,2013-05-03T22:40:41Z
219964178,mvexel,8909,1,15966785,2013-05-03T22:40:41Z
219964179,mvexel,8909,1,15966785,2013-05-03T22:40:41Z
219964180,mvexel,8909,1,15966785,2013-05-03T22:40:41Z
219964181,Val,65769,2,18741987,2013-11-06T06:17:49Z
219964182,mvexel,8909,1,15966785,2013-05-03T22:40:41Z
219964183,mvexel,8909,1,15966785,2013-05-03T22:40:41Z
219964184,mvexel,8909,1,15966785,2013-05-03T22:40:42Z
219964185,mvexel,8909,1,15966785,2013-05-03T22:40:42Z
219964186,mvexel,8909,1,15966785,2013-05-03T22:40:42Z
219964187,mvexel,8909,1,15966785,2013-05-03T22:40:42Z
219964188,mvexel,8909,1,15966785,2013-05-03T22:40:42Z
220263014,mvexel,8909,6,64831987,2018-11-23T20:51:02Z
220263015,osmjwh,5084396,6,53252233,2017-10-26T04:50:53Z
223726599,mash84121,1501508,1,16356109,2013-05-30T19:22:14Z
224195424,mash84121,1501508,5,40374628,2016-06-29T19:13:35Z
224195472,maxerickson,360392,4,58618991,2018-05-02T15:51:46Z
224195924,patgrichardson,5739238,5,48234282,2017-04-28T17:09:22Z
224196008,mash84121,1501508,3,16411648,2013-06-03T19:28:33Z
224196009,bburgon42,151079,4,18311861,2013-10-12T10:08:47Z
224196010,bburgon42,151079,4,18311861,2013-10-12T10:08:47Z
224196011,mash84121,1501508,3,16411648,2013-06-03T19:28:33Z
224196012,bburgon42,151079,3,18311861,2013-10-12T10:08:47Z
224196013,bburgon42,151079,3,18311861,2013-10-12T10:08:47Z
224196408,roflcopterjon,7142136,6,54310516,2017-12-03T21:38:07Z
224196574,mash84121,1501508,1,16400922,2013-06-03T05:00:35Z
224196575,bburgon42,151079,2,18311861,2013-10-12T10:08:47Z
224196576,bburgon42,151079,2,18311861,2013-10-12T10:08:47Z
224196577,mash84121,1501508,1,16400922,2013-06-03T05:00:35Z
224196578,mash84121,1501508,2,16426827,2013-06-05T02:42:00Z
224196579,mash84121,1501508,1,16400922,2013-06-03T05:00:35Z
224196580,mash84121,1501508,1,16400922,2013-06-03T05:00:36Z
224196581,mash84121,1501508,2,16426827,2013-06-05T02:39:45Z
224196582,mash84121,1501508,1,16400922,2013-06-03T05:00:36Z
224196583,bburgon42,151079,2,18311861,2013-10-12T10:08:48Z
224196584,bburgon42,151079,2,18311861,2013-10-12T10:08:47Z
224196585,bburgon42,151079,3,18311861,2013-10-12T10:08:47Z
224196586,mash84121,1501508,1,16400922,2013-06-03T05:00:36Z
224258680,mash84121,1501508,7,41198753,2016-08-02T18:13:57Z
224258681,mash84121,1501508,4,48541429,2017-05-09T19:31:20Z
224259596,mash84121,1501508,2,32631292,2015-07-14T16:02:25Z
224259597,mash84121,1501508,1,16408936,2013-06-03T16:48:45Z
224260153,mash84121,1501508,2,16409466,2013-06-03T17:16:21Z
224260155,mash84121,1501508,2,16409466,2013-06-03T17:16:21Z
224260156,mash84121,1501508,2,16409466,2013-06-03T17:16:22Z
224260157,mash84121,1501508,2,16409466,2013-06-03T17:16:22Z
224264533,bburgon42,151079,4,68906827,2019-04-05T04:34:26Z
224264534,bburgon42,151079,7,68906827,2019-04-05T04:34:26Z
224264535,mvexel,8909,2,24734293,2014-08-13T23:15:00Z
224267033,mash84121,1501508,1,16410376,2013-06-03T18:06:40Z
224267035,mash84121,1501508,4,45786295,2017-02-03T18:19:12Z
224279891,mash84121,1501508,1,16411914,2013-06-03T19:45:02Z
224279892,mash84121,1501508,1,16411914,2013-06-03T19:45:02Z
224279893,mash84121,1501508,1,16411914,2013-06-03T19:45:02Z
224279894,timawesomeness,6228256,3,49878757,2017-06-28T05:26:14Z
224279895,mash84121,1501508,1,16411914,2013-06-03T19:45:02Z
224279896,timawesomeness,6228256,3,49878757,2017-06-28T05:26:13Z
224408814,mash84121,1501508,1,16424534,2013-06-04T20:14:25Z
224408815,mash84121,1501508,1,16424534,2013-06-04T20:14:25Z
224408816,mash84121,1501508,1,16424534,2013-06-04T20:14:25Z
224408818,Amir Lavi,6268253,4,55724561,2018-01-24T21:19:29Z
224408820,mash84121,1501508,1,16424534,2013-06-04T20:14:25Z
224408821,bburgon42,151079,2,18396913,2013-10-17T04:48:09Z
224408822,bburgon42,151079,2,18396913,2013-10-17T04:48:08Z
224410690,mash84121,1501508,1,16424534,2013-06-04T20:24:24Z
224410691,mash84121,1501508,1,16424534,2013-06-04T20:24:25Z
224414751,mvexel,8909,2,17280797,2013-08-09T15:44:12Z
224414752,mash84121,1501508,1,16424995,2013-06-04T20:53:21Z
224415155,PPMo,5499336,3,54819014,2017-12-21T16:24:17Z
224441684,mash84121,1501508,1,16426827,2013-06-05T02:39:43Z
224441685,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441686,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441687,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441688,roflcopterjon,7142136,3,54310516,2017-12-03T21:38:07Z
224441689,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441690,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441691,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441692,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441693,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441694,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441695,mash84121,1501508,1,16426827,2013-06-05T02:39:44Z
224441696,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224441697,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224441698,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224441699,yurasi,3526564,4,40925377,2016-07-21T16:22:18Z
224441700,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224441701,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224441702,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224441703,roflcopterjon,7142136,2,54310516,2017-12-03T21:38:07Z
224441704,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224441705,mash84121,1501508,1,16426827,2013-06-05T02:39:45Z
224500324,Natfoot,567792,4,66083827,2019-01-07T01:22:42Z
224500325,mash84121,1501508,1,16433577,2013-06-05T15:13:39Z
224604760,mash84121,1501508,1,16439655,2013-06-06T03:29:04Z
224678773,mash84121,1501508,1,16449301,2013-06-06T20:09:29Z
224678774,mash84121,1501508,1,16449301,2013-06-06T20:09:29Z
224678775,mash84121,1501508,1,16449301,2013-06-06T20:09:29Z
224678776,mash84121,1501508,1,16449301,2013-06-06T20:09:29Z
224678777,Edward,364,2,63968595,2018-10-29T07:46:17Z
224678778,mash84121,1501508,1,16449301,2013-06-06T20:09:29Z
224678779,mash84121,1501508,1,16449301,2013-06-06T20:09:30Z
224678780,mash84121,1501508,1,16449301,2013-06-06T20:09:30Z
224679191,Edward,364,6,63968595,2018-10-29T07:47:16Z
224679194,timawesomeness,6228256,3,49878757,2017-06-28T05:26:13Z
224679478,Edward,364,6,63968595,2018-10-29T07:47:13Z
224679479,timawesomeness,6228256,2,49879355,2017-06-28T06:21:25Z
224679480,mash84121,1501508,3,39561760,2016-05-25T17:41:27Z
224679481,timawesomeness,6228256,7,49879366,2017-06-28T06:22:19Z
224686319,mash84121,1501508,1,16450279,2013-06-06T21:30:05Z
224686320,timawesomeness,6228256,3,49852127,2017-06-27T05:18:35Z
224686321,mash84121,1501508,1,16450279,2013-06-06T21:30:06Z
224686322,timawesomeness,6228256,4,49850562,2017-06-27T02:05:41Z
224686323,timawesomeness,6228256,10,49850562,2017-06-27T02:05:41Z
224686324,mash84121,1501508,1,16450279,2013-06-06T21:30:06Z
224686396,mash84121,1501508,1,16450296,2013-06-06T21:31:39Z
224686397,mash84121,1501508,1,16450296,2013-06-06T21:31:39Z
224686941,mash84121,1501508,2,44122420,2016-12-02T19:46:03Z
224688948,mash84121,1501508,1,16450439,2013-06-06T21:45:15Z
224688949,mash84121,1501508,1,16450439,2013-06-06T21:45:15Z
224689340,mash84121,1501508,1,16450466,2013-06-06T21:48:13Z
224813788,osmjwh,5084396,4,61200402,2018-07-30T16:02:36Z
224813964,osmjwh,5084396,3,61200402,2018-07-30T16:02:37Z
224813966,osmjwh,5084396,3,61200402,2018-07-30T16:02:37Z
224902325,mash84121,1501508,1,16473287,2013-06-08T19:22:11Z
224902327,mash84121,1501508,1,16473287,2013-06-08T19:22:11Z
224902329,mash84121,1501508,1,16473287,2013-06-08T19:22:11Z
224904208,mash84121,1501508,1,16473540,2013-06-08T19:41:50Z
224911400,mash84121,1501508,5,41198630,2016-08-02T18:07:56Z
225431038,b-jazz-bot,9451067,5,67336602,2019-02-19T02:17:37Z
225436663,bburgon42,151079,4,18342249,2013-10-14T00:22:41Z
225760643,aweech,8482773,5,69989451,2019-05-07T16:53:24Z
226186678,freebeer,429761,10,66148204,2019-01-09T03:56:55Z
226186680,Tindog,8487810,2,60703636,2018-07-14T02:51:24Z
226186681,mash84121,1501508,1,16598471,2013-06-18T03:47:53Z
226186683,Tindog,8487810,2,60703636,2018-07-14T02:51:24Z
226187354,Tindog,8487810,6,61843170,2018-08-21T05:49:11Z
226187355,Tindog,8487810,6,61364489,2018-08-05T00:57:34Z
226187357,Tindog,8487810,5,61843170,2018-08-21T05:49:11Z
226188158,Tindog,8487810,5,60703767,2018-07-14T03:15:20Z
226188160,Tindog,8487810,2,60703306,2018-07-14T01:58:57Z
227263287,osmjwh,5084396,3,54585947,2017-12-13T05:43:22Z
227365688,bburgon42,151079,2,18463597,2013-10-21T07:05:05Z
227366872,mash84121,1501508,2,32631292,2015-07-14T16:02:24Z
227371902,UtahBuildingsImport,7426959,2,65924472,2019-01-01T01:06:12Z
227371903,mash84121,1501508,1,16702218,2013-06-25T16:56:18Z
227372405,mapman44,2888253,4,69891668,2019-05-04T23:24:07Z
227373524,mash84121,1501508,1,16702459,2013-06-25T17:14:03Z
227373525,mash84121,1501508,2,32321748,2015-07-01T02:04:02Z
227373526,mash84121,1501508,2,16705848,2013-06-25T21:36:20Z
227373527,mash84121,1501508,1,16702459,2013-06-25T17:14:04Z
227373528,mash84121,1501508,1,16702459,2013-06-25T17:14:04Z
227373529,mash84121,1501508,2,32321748,2015-07-01T02:04:04Z
227376851,mash84121,1501508,1,16702545,2013-06-25T17:20:28Z
227376853,mash84121,1501508,1,16702545,2013-06-25T17:20:28Z
227376855,mash84121,1501508,1,16702545,2013-06-25T17:20:28Z
227376858,mash84121,1501508,1,16702545,2013-06-25T17:20:28Z
227377906,mash84121,1501508,1,16702557,2013-06-25T17:22:06Z
227386764,mash84121,1501508,1,16703444,2013-06-25T18:37:05Z
227386765,mash84121,1501508,2,16703980,2013-06-25T19:17:56Z
227386766,mash84121,1501508,1,16703444,2013-06-25T18:37:05Z
227386767,mash84121,1501508,2,16703980,2013-06-25T19:17:56Z
227386768,mash84121,1501508,2,32321748,2015-07-01T02:04:02Z
227386769,mash84121,1501508,1,16703444,2013-06-25T18:37:05Z
227386770,mash84121,1501508,1,16703444,2013-06-25T18:37:05Z
227386771,mash84121,1501508,1,16703444,2013-06-25T18:37:05Z
227386772,mash84121,1501508,1,16703444,2013-06-25T18:37:06Z
227387772,mash84121,1501508,1,16703609,2013-06-25T18:50:30Z
227387773,mash84121,1501508,1,16703609,2013-06-25T18:50:30Z
227387774,mash84121,1501508,2,32321748,2015-07-01T02:04:03Z
